q_FormDataId,q_63,q_83,School,Grade,Sex,APS45,APSVNEN,RankingF,NumberofChi,Readbook,Topic,FutureJob_VN,FutureJob_VN (translated),CareerFat,CareerFat (translated),CarFatGr,AgeFat,EduFat,CareerMot,CareerMot (translated),CarMotGr,AgeMot,EduMot,EcoStt,KnowledgeInc,EstIncome,Buybook,Hobby,TimeSci,TimeSoc,Readstory,Typebook,Typebook_Other,Reason,Source,PrioAct,AftAct,Read_like,EncourAct,MostlikedAct,Bookcase,Notread_like
78,6.217,,3,9,Male,5,0,2,2,yes,d,Công nhân,Worker,Làm ruộng,Farmer,Labor,NA,UnderHi,Làm ruộng,Farmer,Labor,NA,UnderHi,med,no,NA,yes,b,2,2,yes,e,NA,c,borrow,a,a,Sách về Bác Hồ,no,d,d,"Truyện danh nhân
Truyện cổ tích Việt Nam
Sách về danh nhân"
79,6.218,43074,3,9,Male,5,0,2,3,no,NA,Công nhân,Worker,Làm ruộng,Farmer,Labor,44,Hi,Làm ruộng,Farmer,Labor,40,Hi,med,no,NA,yes,b,2,1,yes,a,NA,a,borrow,a,a,"Truyện tranh
Truyện văn học",no,d,c,"Sách danh nhân
Hướng dẫn nghề
Truyện văn học"
80,6.219,43074,3,9,Male,5,0,2,3,yes,d,Công nhân,Worker,Công nhân,Worker,Labor,NA,UnderHi,Nhân viên,Employee,Labor,NA,Hi,med,no,NA,yes,b,1,1,no,a,NA,a,buy,b,d,"Truyện tranh
Truyện trung đại",yes,d,b,Hướng dẫn nghề
81,6.22,43074,3,9,Female,5,0,1,2,yes,a,Kế toán,Accountant,Làm ruộng,Farmer,Labor,36,UnderHi,Làm ruộng,Farmer,Labor,35,Hi,med,no,NA,yes,b,2,2,no,b,NA,a,borrow,a,a,"Sách văn học
Truyện văn học",NA,b,a,"Sách danh nhân
Sách phổ biến khoa học
Sách dạy nghề"
82,6.221,43074,3,9,Male,5,0,2,2,yes,b,Thợ điện,Engineer,Thợ mộc,Worker,Labor,46,Hi,Nhân viên,Employee,Labor,39,Hi,med,no,NA,yes,c,2,1,yes,a,NA,a,borrow,b,a,"Văn học từ lớp 6 - 9
Doraemon",yes,c,a,"Vi trùng và thép
Khoa học hệ mặt trời
Lịch sử thế giới"
83,6.222,43074,3,9,Male,5,0,3,3,no,NA,Giáo viên,Teacher,Công nhân,Worker,Labor,NA,UnderHi,Công nhân,Worker,Labor,NA,UnderHi,med,no,NA,yes,e,2,2,no,a,NA,a,buy,a,d,"Sách văn học 
Truyện tranh",yes,a,d,"Ca dao ngữ văn
Thần đồng Việt Nam
Triết lý văn học"
84,6.223,43074,3,9,Female,6,0,2,3,yes,c,Phiên dịch,Interpreter,Công nhân,Worker,Labor,45,UnderHi,Làm ruộng,Farmer,Labor,42,UnderHi,rich,no,NA,yes,a,2,1,NA,b,NA,a,buy,a,a,"Đừng bao giờ đi ăn một mình (Never Eat Alone)
Bí quyết trưởng thành",yes,a,a,"Rừng Na Uy
Nhà giả kim
Nữ thám tử Nancy Drew không dấu vết"
85,6.224,43074,3,9,Female,6,0,1,3,yes,f,Công nghệ thông tin,Engineer,Công nhân,Worker,Labor,40,UnderHi,Công nhân,Worker,Labor,NA,Hi,med,no,NA,yes,b,2,1,yes,c,NA,a,borrow,d,b,"Chuyện về danh nhân thế giới
Hạt giống tâm hồn",yes,a,b,"Dấu chân ma quỷ
Tiểu thuyết tuổi teen
Truyện trinh thám"
86,6.122,43073,3,8,Female,8,0,2,4,yes,b,Giáo viên,Teacher,Làm ruộng,Farmer,Labor,49,UnderHi,Làm ruộng,Farmer,Labor,44,UnderHi,med,yes,3000000,yes,c,2,1,no,a,NA,a,buy,d,b,"Thơ Hồ Xuân Hương
Vạn Lí Trường Thành",yes,a,d,"Dế Mèn phiêu lưu ký
Thám tử Sherlock Holmes
Mười vạn câu hỏi vì sao"
87,6.123,43073,3,8,Female,8,0,2,3,yes,b,Giáo viên,Teacher,Công nhân,Worker,Labor,44,UnderHi,Làm ruộng,Farmer,Labor,37,UnderHi,med,yes,3000000,yes,c,1,1,no,a,NA,a,buy,a,NA,"Dế Mèn phiêu lưu ký
Thơ của Hồ Xuân Hương",yes,b,d,"Thám tử Sherlock Holmes
Trân Châu Cảng
Danh nhân lịch sử thế giới"
88,6.124,43073,3,8,Female,9.5,0,1,3,yes,a,Kế toán,Accountant,Bộ đội,Soldier,Labor,40,Uni,Bộ đội,Soldier,Labor,36,PostGrad,med,no,NA,yes,a,2,2,no,b,NA,a,borrow,b,d,"Hạt giống tâm hồn
Sách về danh nhân có IQ cao",yes,a,b,"Einstein (truyện tranh danh nhân)
Tý Quậy
Fabre (truyện tranh danh nhân)"
89,6.125,43073,3,8,Male,8.5,0,2,2,no,f,Giáo viên,Teacher,Bộ đội,Soldier,Labor,50,Hi,Giáo viên,Teacher,Intellectuals,45,Uni,med,no,NA,yes,d,2,2,yes,e,NA,b,buy,b,c,"Tắt Đèn
Truyện Kiều",yes,c,d,"Định luật hay của Newtơn [sic]
Mười vạn câu hỏi vì sao
Einstein (truyện tranh chuyển thể)"
90,6.126,43073,3,8,Female,8.1,0,1,2,yes,b,Giáo viên,Teacher,Làm ruộng,Farmer,Labor,43,Hi,Làm ruộng,Farmer,Labor,35,UnderHi,med,yes,5000000,yes,a,2,2,yes,a,NA,a,borrow,d,a,"Dế Mèn phiêu lưu ký
Thơ Hồ Xuân Hương",yes,d,a,"Mười vạn câu hỏi vì sao
Thắp sáng ước mơ
Thám tử Solochom [sic]"
91,6.127,43073,3,8,Male,8.2,0,1,2,yes,a,Kỹ sư,Engineer,Làm ruộng,Farmer,Labor,44,UnderHi,Làm ruộng,Farmer,Labor,33,UnderHi,med,NA,NA,NA,c,2,1,no,a,NA,a,buy,d,d,"Nobel (truyện tranh chuyển thể)
Marie Curie (truyện tranh chuyển thể)",yes,a,a,"Truyện thơ Hồ Xuân Hương
Lịch sử về con người và đất nước Việt Nam
Truyện cười dân gian Việt Nam"
92,6.128,43073,3,8,Female,9.8,0,2,3,yes,c,Giáo viên,Teacher,Làm ruộng,Farmer,Labor,40,UnderHi,Làm ruộng,Farmer,Labor,37,UnderHi,med,no,NA,yes,f,2,1,yes,a,NA,a,borrow,b,NA,"Marie Curie (truyện tranh chuyển thể)
Tý Quậy",yes,b,d,"Einstein (truyện tranh chuyển thể)
Hạt giống tâm hồn
Newton (truyện tranh chuyển thể)"
93,41,43106,2,8,Female,6,0,1,3,yes,d,công nhân,Worker,Thợ xây,Worker,Labor,37,UnderHi,Công nhân,Worker,Labor,34,UnderHi,med,no,NA,yes,a,1,1,no,a,NA,a,borrow,b,b,"Cô nan
Đô Rê Mon",yes,b,a,"Truyện cổ tích
Nghìn lẻ một đêm
Truyện cười"
94,12,43075,2,8,Male,7,0,1,2,yes,e,Kỹ sư,Engineer,Thợ xây,Worker,Labor,39,Hi,Công nhân,Worker,Labor,39,Hi,med,no,NA,yes,b,2,1,no,c,NA,a,borrow,b,a,"Hai viên ngọc rồng
Đô Rê Mon",yes,a,b,"Địa lý thế giới 
Những bí  mật của vũ trụ
Nghìn lẻ một đêm"
95,42,43075,2,8,Female,5.6,0,4,4,yes,f,công nhân,Worker,Làm thợ,Worker,Labor,46,UnderHi,làm ruộng,Farmer,Labor,48,UnderHi,poor,no,NA,yes,c,1,1,no,a,NA,a,borrow,a,a,"Shin cậu bé bút chì
Đô Rê Mon",yes,a,a,"Lão hạc
Nghìn lẻ một đêm"
96,44,43075,2,9,Female,7.5,0,2,2,yes,a,giáo viên,Teacher,làm ruộng,Farmer,Labor,49,Uni,làm ruộng,Farmer,Labor,44,Hi,med,no,NA,yes,b,1,1,no,a,NA,a,buy,a,c,"Đô Rê Mon
Shin Cậu bé bút chì",yes,b,c,"Harry Porter
Dế mèn phiêu lưu ký
Chí Phèo"
97,45,43075,2,9,Female,8,0,4,4,yes,c,Hướng dẫn viên du lịch,Tour guide,làm ruộng,Farmer,Labor,46,Hi,làm ruộng,Farmer,Labor,44,UnderHi,med,no,NA,no,b,1,1,no,a,NA,a,borrow,a,b,"Nghìn lẻ một đêm
Shin Cậu bé bút chì",yes,b,c,"Dế mèn phiêu lưu ký
Gửi thời thanh xuân thơ ngây tươi đẹp
Chí Phèo"
98,46,43075,2,9,Female,7,0,2,2,yes,d,Thiết kế thời trang,Fashion designer,Công chức,Public servant,Intellectuals,44,Uni,Bác sĩ,Doctor,Intellectuals,43,Uni,med,yes,15000000,yes,b,2,2,yes,d,NA,a,buy,d,b,"Đắc Nhân Tâm
Hạt giống tâm hồn",yes,a,c,"Kẻ cắp sách
Tôi thấy hoa vàng trên cỏ xanh
Cửa sổ tâm hồn"
99,47,43075,2,9,Male,7,0,3,4,no,b,Bộ đội,Soldier,làm ruộng,Farmer,Labor,42,UnderHi,làm ruộng,Farmer,Labor,41,UnderHi,med,no,NA,no,b,1,1,no,d,NA,a,borrow,a,a,"Đô Rê Mon
Cô nan",yes,c,c,"Không gia đình
Bảy viên ngọc rồng
Kẻ cắp sách"
100,48,43075,2,9,Female,7,0,4,5,no,e,bác sĩ,Doctor,làm ruộng,Farmer,Labor,56,UnderHi,làm ruộng,Farmer,Labor,58,UnderHi,med,no,NA,no,b,1,1,NA,d,NA,d,borrow,a,a,"Đô Rê Mon
Shin Cậu bé bút chì",no,a,c,"Không gia đình
Tập thơ Tố hữu
Bảy viên ngọc rồng"
101,49,43075,2,9,Female,7,0,2,2,no,d,kinh doanh,Businessman,làm ruộng,Farmer,Labor,46,UnderHi,làm ruộng,Farmer,Labor,49,Hi,med,no,NA,no,f,1,1,no,a,NA,d,borrow,a,a,"Trạng Quỳnh
Đô Rê Mon",no,b,b,"Ngôi nhà hoang
Bảy viên ngọc rồng
Công chúa ngủ trong rừng"
102,50,43075,2,9,Male,8,0,1,2,yes,f,kinh doanh,Businessman,Công nhân,Worker,Labor,NA,UnderHi,Công nhân,Worker,Labor,NA,UnderHi,med,no,NA,yes,f,3,2,no,NA,NA,a,buy,d,a,"Đô Rê Mon
Cô nan",yes,d,c,"Dế mèn phiêu lưu ký
Bảy viên ngọc rồng
Tập thơ Tố hữu"
103,51,43075,2,9,Male,7,0,3,3,no,NA,Họa sĩ,Painter,làm ruộng,Farmer,Labor,47,UnderHi,làm ruộng,Farmer,Labor,44,UnderHi,poor,no,NA,no,f,1,1,no,a,NA,a,borrow,a,d,"Con chó cứu chủ
Nghìn lẻ một đêm",no,NA,b,"Hạt giống tâm hồn
Nghìn lẻ một đêm
Thơ Tố hữu"
104,52,43075,2,9,Male,7,0,2,2,no,NA,kinh doanh,Businessman,làm ruộng,Farmer,Labor,47,Hi,Công nhân,Worker,Labor,40,Uni,med,no,NA,no,f,1,1,no,a,NA,d,borrow,d,c,"Đô Rê Mon
Shin Cậu bé bút chì",yes,d,c,"Đảo Hải tặc
Chí Phèo
Bảy viên ngọc rồng"
105,53,43075,2,9,Female,8.5,0,1,3,no,d,bác sĩ,Doctor,làm ruộng,Farmer,Labor,36,UnderHi,giáo viên,Teacher,Intellectuals,36,Uni,rich,no,NA,no,f,1,1,no,e,NA,c,gift,b,c,"Đô Rê Mon
Shin cậu bé bút chì",yes,d,a,"Kỹ năng sống
Đảo hải tặc
Nghìn lẻ một đêm"
106,54,43075,2,9,Male,7.1,0,2,2,no,NA,phi công,Pilot,làm ruộng,Farmer,Labor,45,Hi,làm ruộng,Farmer,Labor,40,UnderHi,med,no,NA,no,f,1,1,no,a,NA,a,borrow,d,b,"Nghìn lẻ một đêm
Dế mèn phiêu lưu ký",no,d,a,"Đô Rê Mon
Hạt giống tâm hồn
Thơ Tố Hữu"
107,55,43075,2,9,Female,8,0,2,2,yes,d,bác sĩ,Doctor,làm ruộng,Farmer,Labor,53,Hi,làm ruộng,Farmer,Labor,44,Uni,med,no,NA,yes,b,2,1,no,f,Kỹ năng sống,c,borrow,c,b,"Đắc nhân tâm
Cô nan",yes,a,b,"Truyện Kiều
Gửi thời thanh xuân thơ ngây tươi đẹp
Nghìn lẻ một đêm"
108,56,43075,2,9,Female,0,0,5,5,yes,d,Công an,Police officer,làm ruộng,Farmer,Labor,52,Hi,làm ruộng,Farmer,Labor,NA,Hi,med,no,NA,no,f,2,1,no,c,NA,a,borrow,b,a,"Kỹ năng sống
Hạt giống tâm hồn",no,NA,b,"Kỹ năng sống
Hạt giống tâm hồn
Nghìn lẻ một đêm"
109,57,43075,2,9,Female,8,0,3,3,yes,a,giám đốc,Director,làm ruộng,Farmer,Labor,54,Hi,giáo viên,Teacher,Intellectuals,48,Uni,med,no,NA,no,b,1,1,NA,d,NA,a,borrow,d,c,"Bong bóng mùa hè
Những điều kỳ lạ trên thế giới",yes,a,b,"Cướp biển
Chí phèo
Dế mèn phiêu lưu ký"
110,58,43075,2,9,Male,8,0,1,2,yes,d,Công an,Police officer,Công chức,Public servant,Intellectuals,43,Uni,Công chức,Public servant,Labor,NA,Uni,rich,no,NA,no,f,2,1,no,b,NA,a,buy,b,b,"Trên đường băng
Bí ẩn trái đất",yes,a,b,"Tam quốc
Bí ẩn các nền văn hóa
Harry Porter"
111,59,43075,2,9,Female,7,0,3,3,no,NA,công nhân,Worker,làm ruộng,Farmer,Labor,53,UnderHi,làm ruộng,Farmer,Labor,50,UnderHi,med,no,NA,no,b,1,1,no,e,NA,a,borrow,d,b,"Truyện nhà xác
Nghìn lẻ một đêm",yes,a,a,"Dế mèn phiêu lưu ký
Đội trưởng Mỹ, chiến binh mùa đông
Harry Porter"
112,60,43075,2,9,Male,7.5,0,1,2,no,NA,chưa xác định,NA,làm ruộng,Farmer,Labor,42,NA,làm ruộng,Farmer,Labor,37,UnderHi,med,no,NA,NA,e,1,1,NA,d,NA,a,borrow,d,b,"Đô Rê mon
Cô nan",no,NA,b,"Ô Long Viện
Dế mèn phiêu lưu ký"
113,61,43075,2,9,Male,7,0,1,2,yes,f,kinh doanh,Businessman,Công nhân,Worker,Labor,NA,Uni,Công nhân,Worker,Labor,NA,PostGrad,med,no,NA,yes,b,3,1,no,d,NA,a,buy,d,a,"Cô nan
Harry Porter",yes,a,b,"Dragon ball super
Dế mèn
One Piece"
114,62,43075,2,9,Male,7,0,2,3,no,NA,Vận động viên,Athlete,làm ruộng,Farmer,Labor,47,UnderHi,làm ruộng,Farmer,Labor,41,UnderHi,rich,no,NA,no,f,2,1,NA,d,NA,a,borrow,d,c,"Không gia đình
Cuộc đời của Pi",no,NA,b,"Ô long viện
Đảo Hải tặc
bảy viên ngọc rồng"
115,63,43075,2,9,Female,0,0,2,3,yes,d,NA,NA,Công nhân,Worker,Labor,41,UnderHi,Công nhân,Worker,Labor,39,UnderHi,med,no,NA,yes,f,1,1,NA,d,NA,a,buy,d,a,"Harry Porter
Đô Rê mon",yes,d,b,"Cuộc đời của Pi
Bảy viên ngọc rồng
Shin cậu bé bút chì"
116,64,43075,2,9,Male,8,0,2,2,yes,d,kinh doanh,Businessman,kinh doanh,Businessman,Labor,45,Hi,kinh doanh,Businessman,Labor,41,Hi,med,no,NA,yes,a,3,1,no,d,NA,a,buy,b,d,"Đắc Nhân Tâm
Nghệ thuật nói chuyện của Jack Ma",yes,b,c,"Cách để thành công
Thành phố giấy
Tam Quốc"
117,65,43075,2,9,Female,7,0,1,3,no,NA,bác sĩ,Doctor,làm ruộng,Farmer,Labor,37,Hi,làm ruộng,Farmer,Labor,38,Hi,med,no,NA,yes,b,1,1,no,d,NA,d,borrow,d,a,"Shin cậu bé bút chì
Cô nan",no,NA,b,"Châm ngôn sống
Bỏ đi mà sống
Ngôi nhà kỳ dị"
118,66,43075,2,9,Male,8,0,2,2,yes,d,Công an,Police officer,làm ruộng,Farmer,Labor,45,Hi,làm ruộng,Farmer,Labor,41,Hi,med,no,NA,no,f,1,1,no,a,NA,a,borrow,d,c,"Harry Porter
Cô nan",yes,c,c,"Trạng Quỳnh
Bỏ đi mà sống
Dế mèn"
119,67,43075,2,9,Female,8,0,1,2,no,NA,kinh doanh,Businessman,làm ruộng,Farmer,Labor,36,Hi,làm ruộng,Farmer,Labor,35,Hi,med,no,NA,yes,b,1,1,no,d,NA,a,buy,d,a,"Nghệ thuật nói chuyện của Jack Ma
Đắc Nhân Tâm",yes,a,a,"Bỏ đi mà sống
Tam Quốc
Thành phố giấy"
120,129,43104,3,8,Male,8.5,0,2,2,yes,a,NA,NA,Làm ruộng,Farmer,Labor,45,UnderHi,Thợ may,Worker,Labor,42,UnderHi,med,no,NA,yes,a,2,1,no,b,NA,a,borrow,b,d,"Doraemon
Tí quậy",yes,a,b,"Marie Curie (truyện tranh chuyển thể)
Einstein (truyện tranh chuyển thể)
Shelock Homels [sic]"
121,68,43075,2,9,Female,7,0,1,3,no,NA,kinh doanh,Businessman,làm ruộng,Farmer,Labor,40,UnderHi,làm ruộng,Farmer,Labor,36,UnderHi,med,no,NA,yes,f,1,1,no,d,NA,d,borrow,d,a,"Truyện Ma
Đắc Nhân Tâm",yes,a,b,"Bỏ đi mà sống
Thành Phố Giấy
Nghệ thuật nói chuyện của Jack Ma"
122,130,43104,3,8,Male,8,0,2,2,yes,f,Công an,Police officer,Giáo viên,Teacher,Intellectuals,51,Hi,Giáo viên,Teacher,Intellectuals,45,Hi,med,yes,12000000,yes,c,2,2,no,c,NA,a,borrow,c,d,"Tin học và đời sống
Trí thông minh nhân tạo",yes,a,d,"Lịch sử công nghệ thế giới
Lịch sử robot và trí thông minh nhân tạo
Nobel (truyện tranh chuyển thể)"
123,69,43075,2,9,NA,0,0,2,2,no,NA,Công an,Police officer,Công nhân,Worker,Labor,52,Hi,giáo viên,Teacher,Intellectuals,44,PostGrad,med,no,NA,yes,e,1,1,no,a,NA,a,borrow,d,a,"Harry Porter
Cô nan",yes,a,b,"Trạng Quỳnh
Dế mèn phiêu lưu ký
Trạng Quỳnh"
124,70,43075,2,9,Female,7,0,2,3,yes,b,giáo viên,Teacher,làm ruộng,Farmer,Labor,44,UnderHi,làm ruộng,Farmer,Labor,38,UnderHi,med,no,NA,no,b,2,1,no,d,NA,a,borrow,d,b,"Không Gia đình
Cô nan",yes,a,b,"Lịch sử Việt Nam
Tắt đèn
Cuộc đời của Pi"
125,71,43075,2,9,Female,7,0,2,2,no,NA,Bộ đội,Soldier,làm ruộng,Farmer,Labor,NA,UnderHi,làm ruộng,Farmer,Labor,NA,UnderHi,med,no,NA,no,b,2,1,NA,a,NA,a,borrow,a,b,"Đô Rê Mon
Không Gia Đình",yes,a,b,"Những cuốn sách về lịch sử Việt Nam
Ô Long Viện
Cuộc Đời của Pi"
126,131,43104,3,8,Male,8.5,0,1,2,yes,c,Phiên dịch,Interpreter,Công nhân,Worker,Labor,NA,UnderHi,Công nhân,Worker,Labor,NA,UnderHi,med,no,NA,yes,b,2,1,no,b,NA,a,buy,d,a,"Nobel (truyện tranh chuyển thể)
Marie Curie (truyện tranh chuyển thể)",yes,b,d,"Truyện thơ Hồ Xuân Hương
Lịch sử về con người và đất nước Việt Nam
Những văn minh vĩ đại của Nobel [sic]"
127,72,43075,2,9,Male,7,0,1,2,no,f,Thợ cắt tóc,Barber,Công nhân,Worker,Labor,45,Hi,giáo viên,Teacher,Intellectuals,38,Uni,med,yes,5000000,yes,f,1,1,no,d,NA,a,borrow,a,b,"Cô nan
Đô Rê Mon",no,NA,c,"Thơ Tố Hữu
Bảy viên ngọc rồng
Ô Long Viện"
128,132,43104,3,8,Female,7.5,0,1,4,yes,a,Ca sĩ,Singer,Công nhân,Worker,Labor,34,Hi,Công nhân,Worker,Labor,35,Hi,med,yes,20000000,yes,b,2,2,yes,d,NA,a,buy,a,a,"Tắt đèn
Những ngày thơ ấu",yes,a,a,"Dế Mèn phiêu lưu kí
Trạng Quỳnh
Truyện cười dân gian Việt Nam"
129,73,43075,2,9,Male,6,0,2,2,yes,d,chưa xác định,NA,làm ruộng,Farmer,Labor,39,UnderHi,làm ruộng,Farmer,Labor,40,UnderHi,med,yes,3000000,no,b,1,1,no,a,NA,c,borrow,d,c,"Sách Tham khảo Toán
Sách học Văn",yes,a,a,"Hướng dẫn nghề
Phát triển khoa học kỹ thuật"
130,133,43104,3,8,Male,7.5,0,2,2,no,a,Nhạc sĩ,Songwriter,Cán bộ,Public servant,Intellectuals,43,Uni,Kinh doanh,Businessman,Labor,43,Hi,med,no,10000000,yes,b,1,1,no,d,NA,a,borrow,d,c,"Tắt đèn
Trạng Quỳnh",yes,b,a,"Những ngày thơ ấu
Dế Mèn phiêu lưu ký
Doraemon"
131,74,43075,2,9,Female,5.5,0,2,6,no,b,chưa xác định,NA,làm ruộng,Farmer,Labor,41,UnderHi,làm ruộng,Farmer,Labor,40,UnderHi,poor,no,NA,yes,b,2,1,no,a,NA,a,borrow,a,c,"Sách văn học
Truyện cổ tích",yes,b,a,NA
132,136,43104,3,8,Male,8,0,2,3,yes,e,Công an,Police officer,Làm ruộng,Farmer,Labor,37,UnderHi,Làm ruộng,Farmer,Labor,35,UnderHi,med,no,NA,yes,e,2,2,no,a,NA,c,borrow,d,a,"Truyện Tru Tiên
Bồi dưỡng Toàn 8",yes,a,b,"Nobel (truyện tranh chuyển thể)
Những định luật lí thú của Newton
Truyện nhà bác học Einstein"
133,75,43075,2,9,Female,7,0,2,3,yes,b,chưa xác định,NA,làm ruộng,Farmer,Labor,47,UnderHi,làm ruộng,Farmer,Labor,40,UnderHi,rich,no,NA,no,e,2,1,no,a,NA,a,borrow,d,a,"Truyện cổ tích
Sách Văn học",yes,b,a,Học tốt ngữ văn
134,4.076,43075,2,9,Male,6.5,0,1,2,yes,f,Kỹ sư,Engineer,làm ruộng,Farmer,Labor,36,UnderHi,làm ruộng,Farmer,Labor,35,Hi,med,no,NA,no,f,3,1,no,c,NA,a,borrow,a,c,"Sách kỹ thuật
Sách Văn Học",yes,a,a,Truyện cổ tích
135,134,43104,3,8,Male,7,0,1,3,yes,b,Nhân viên,Employee,Làm ruộng,Farmer,Labor,36,Hi,Nhân viên,Employee,Labor,34,Uni,med,no,2000000,yes,a,1,2,no,a,NA,a,buy,d,a,"Doraemon
Conan",yes,c,b,"Những định luật lí thú của Newton
Tru Tiên
Những phát minh vĩ đại của Nobel"
136,4.077,43075,2,9,Male,7,0,1,3,no,NA,chưa xác định,NA,Làm thợ,Worker,Labor,41,UnderHi,làm ruộng,Farmer,Labor,37,UnderHi,med,no,NA,yes,b,1,1,no,f,truyện cười,a,buy,c,d,Sáng tạo,no,NA,c,NA
137,78,43075,2,9,Female,7,0,2,3,yes,d,Kỹ sư,Engineer,làm ruộng,Farmer,Labor,40,UnderHi,làm ruộng,Farmer,Labor,36,UnderHi,med,no,NA,yes,d,1,1,yes,a,NA,a,borrow,d,b,"Truyện cổ tích
Truyện dân gian",yes,d,a,"Học tốt ngữ văn
Hướng dẫn nghề
Nghệ thuật"
138,135,43104,3,8,Female,7.8,0,2,3,yes,b,Họa sĩ,Painter,Bảo vệ,Guard,Labor,54,Hi,Giáo viên,Teacher,Intellectuals,42,PostGrad,med,no,9000000,yes,f,3,3,yes,d,NA,a,borrow,a,b,"Truyện Kiều
Khoa học về đời sống kĩ thuật",yes,d,d,"Tắt đèn
Những bài thơ về trăng hay nhất của Bác
Những bài thơ hay của Hồ Xuân Hương"
139,79,43075,2,9,Male,7.5,0,4,4,yes,f,ca sĩ,Singer,làm ruộng,Farmer,Labor,50,UnderHi,làm ruộng,Farmer,Labor,47,UnderHi,med,no,NA,yes,b,1,1,yes,d,NA,a,buy,d,d,"Truyện cổ tích 
Truyện dân gian Việt nam",yes,d,a,NA
140,137,43104,3,8,Male,8.1,0,3,3,yes,d,Chưa xác định,NA,Làm ruộng,Farmer,Labor,44,UnderHi,Làm ruộng,Farmer,Labor,41,UnderHi,med,yes,NA,yes,b,2,2,yes,c,NA,a,borrow,b,b,"Thơ Hồ Xuân Hương
Vạn lí trường thành",yes,a,d,"Thám tử Xơ lốc hôm [sic]
Mười vạn câu hỏi vì sao
Trân Trâu Cảng"
141,138,43104,3,8,Female,8,0,1,1,yes,b,Giáo viên,Teacher,Làm ruộng,Farmer,Labor,NA,NA,Làm ruộng,Farmer,Labor,NA,NA,med,yes,4000000,yes,c,2,1,no,a,NA,a,buy,d,d,"Bình giảng văn 8
Thơ Hồ Xuân Hương",yes,a,d,"Dế Mèn phiêu lưu kí
Thám tử Sherlock Holmes
Danh nhân văn hóa thế giới"
142,80,43075,2,9,Female,5,0,1,3,yes,b,chưa xác định,NA,làm ruộng,Farmer,Labor,NA,Hi,làm ruộng,Farmer,Labor,NA,Hi,rich,no,NA,yes,b,2,1,no,NA,NA,a,buy,d,a,"Truyện dân gian
Truyền thuyết",yes,b,a,NA
143,81,43075,2,9,Male,6.5,0,1,3,yes,f,chưa xác định,NA,làm ruộng,Farmer,Labor,38,UnderHi,làm ruộng,Farmer,Labor,NA,UnderHi,med,no,10000000,yes,a,1,1,no,e,NA,a,borrow,a,d,NA,yes,a,b,NA
144,139,43104,3,8,Male,8.41,0,3,3,no,d,Công an,Police officer,Lái xe,Driver,Labor,55,Uni,Làm đầu,Barber,Labor,48,Uni,med,yes,8000000,yes,b,1,2,yes,f,Kiếm hiệp,b,buy,d,a,"Tru Tiên
Phong Vân",yes,b,a,"Tru Tiên
Nobel (truyện tranh chuyển thể)
Newton (truyện tranh chuyển thể)"
145,82,43075,2,9,Female,6.8,0,2,2,yes,b,ca sĩ,Singer,Làm thợ,Worker,Labor,42,Hi,làm thợ,Worker,Labor,41,UnderHi,med,yes,NA,no,d,2,2,yes,a,NA,a,buy,d,a,"Lịch sử Viêt nam
Truyện cổ tích",yes,c,b,"Ước mơ sáng tác
Truyện cổ tích
Tệ nạn và pháp luật"
146,4.084,43075,2,9,Male,9.6,0,1,2,no,NA,công nhân,Worker,làm ruộng,Farmer,Labor,42,UnderHi,làm ruộng,Farmer,Labor,39,UnderHi,poor,no,NA,no,b,1,2,no,e,NA,d,borrow,d,d,NA,no,NA,c,NA
147,140,43104,3,8,Female,8,0,3,4,yes,d,Giáo viên,Teacher,Làm ruộng,Farmer,Labor,46,UnderHi,Làm ruộng,Farmer,Labor,44,UnderHi,med,yes,3000000,yes,c,2,1,no,a,NA,a,buy,a,a,"Thơ Hồ Xuân Hương
Dế Mèn phiêu lưu kí",yes,a,d,"Sách về các danh nhân văn hóa thế giới
Thám tử Sherlock Holmes
Tắt đèn"
148,85,43075,2,9,Female,7.7,0,1,2,yes,b,chưa xác định,NA,làm ruộng,Farmer,Labor,42,UnderHi,làm ruộng,Farmer,Labor,39,UnderHi,poor,yes,NA,NA,f,2,1,no,a,NA,a,borrow,d,a,"Xin một vé đi tuổi thơ
Nghị Luận xã hội lớp 12",yes,b,c,NA
149,4.086,43075,2,9,Male,5,0,1,3,no,NA,chưa xác định,NA,lái xe,Driver,Labor,42,Hi,làm ruộng,Farmer,Labor,37,Hi,med,no,NA,yes,b,1,1,yes,e,NA,a,buy,d,d,NA,no,NA,c,NA
150,88,43075,2,9,Female,6.5,0,5,5,yes,b,chưa xác định,NA,làm ruộng,Farmer,Labor,48,UnderHi,làm ruộng,Farmer,Labor,47,UnderHi,med,no,NA,no,e,1,2,no,a,NA,a,borrow,a,c,Nghệ thuật,no,NA,c,NA
151,89,43075,2,9,Male,9.5,0,2,2,yes,d,công nhân,Worker,làm ruộng,Farmer,Labor,43,Hi,làm ruộng,Farmer,Labor,35,Hi,rich,yes,3000000,yes,f,1,2,no,e,NA,a,buy,NA,a,Sách dạy nghề,yes,c,a,NA
